APPCH:010,I,I21, ,CF21,ES,P,C,E  I, ,   ,IF, ,NOK,ES,P,I,      ,0206,0101,    ,    ,J,02500,02500,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I21, ,FF21,ES,P,C,E  F, ,   ,CF, ,NOK,ES,P,I,      ,0206,0081,2010,0020,H,02500,02500,     , ,   ,-300,   ,NKS,ES,P,N, ,0,D,S;
APPCH:030,I,I21, ,RW21,ES,P,G,G  M, ,   ,CF, ,NOK,ES,P,I,      ,0206,0015,2010,0066, ,00405,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I21, ,RW21,ES,P,G,G M , ,   ,FA, ,KSD,ES,D, ,      ,0272,0009,2010,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I21, ,NKS,ES,P,N,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02500,     ,     ,-,220,    ,   , , , , , ,0,D,S;
APPCH:010,A,R03,OK711,OK711,ES,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R03,OK711,SOVAS,ES,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:010,A,R03,OK712,OK712,ES,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R03,OK712,SOVAS,ES,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R03,OK713,OK713,ES,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R03,OK713,SOVAS,ES,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:010,R,R03, ,SOVAS,ES,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R03, ,OK710,ES,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,0210,0054, ,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R03, ,RW03,ES,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,0210,0067, ,00383,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R03, ,OK535,ES,P,C,EYM , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:050,R,R03, ,OK714,ES,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R03, ,OK714,ES,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,0210,T010,+,02500,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,A,R21,OK521,OK521,ES,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R21,OK521,NATVI,ES,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:010,A,R21,OK522,OK522,ES,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R21,OK522,NATVI,ES,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R21,OK523,OK523,ES,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R21,OK523,NATVI,ES,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:010,R,R21, ,NATVI,ES,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R21, ,OK520,ES,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,2010,0054, ,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R21, ,RW21,ES,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,2010,0066, ,00403,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R21, ,OK714,ES,P,C,EYM , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:050,R,R21, ,OK535,ES,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R21, ,OK535,ES,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2010,T010,+,02500,     ,     ,-,230,    ,   , , , , , ,A,J,S;
RWY:RW03 ,     ,      ,00333, ,SOK ,1,   ;N59260432,E013193995,0000;
RWY:RW21 ,     ,      ,00353, ,NOK ,1,   ;N59271761,E013204908,0000;
